COREF,start_token,end_token,prop,cat,text
2,2471,2471,PROP,GPE,Battersea
3,2770,2770,PROP,GPE,England
5,3349,3349,PROP,GPE,Widge
6,3351,3351,PROP,GPE,Bridge
7,3355,3356,PROP,GPE,London Bridge
8,3358,3358,PROP,GPE,Blackfriars
9,3360,3360,PROP,GPE,Chelsea
10,3362,3362,PROP,GPE,Putney
11,3364,3364,PROP,GPE,Waterloo
16,26972,26972,PROP,GPE,London
43,42028,42028,PROP,GPE,Heaven
